"","long","lat","order","hole","piece","id","group"
"329",126.92339211,37.50759302,28523,FALSE,"1","11560","11560.1"
"330",126.92336004,37.50751331,28524,FALSE,"1","11560","11560.1"
"331",126.92334012,37.50746319,28525,FALSE,"1","11560","11560.1"
"332",126.92331686,37.50740488,28526,FALSE,"1","11560","11560.1"
"333",126.92327103,37.50729026,28527,FALSE,"1","11560","11560.1"
"334",126.92317778,37.50705678,28528,FALSE,"1","11560","11560.1"
"335",126.92304806,37.50673346,28529,FALSE,"1","11560","11560.1"
"336",126.92296698,37.50653406,28530,FALSE,"1","11560","11560.1"
"337",126.92295182,37.50649942,28531,FALSE,"1","11560","11560.1"
"338",126.92291268,37.50640423,28532,FALSE,"1","11560","11560.1"
"339",126.92277715,37.50606908,28533,FALSE,"1","11560","11560.1"
"340",126.92268955,37.50585109,28534,FALSE,"1","11560","11560.1"
"341",126.92262926,37.50570154,28535,FALSE,"1","11560","11560.1"
"342",126.92252598,37.50544441,28536,FALSE,"1","11560","11560.1"
"343",126.92241071,37.50515967,28537,FALSE,"1","11560","11560.1"
"344",126.92218986,37.50461724,28538,FALSE,"1","11560","11560.1"
"345",126.9220108,37.50417253,28539,FALSE,"1","11560","11560.1"
"346",126.92179296,37.50362981,28540,FALSE,"1","11560","11560.1"
"347",126.92166959,37.50332395,28541,FALSE,"1","11560","11560.1"
"348",126.9215115,37.5029322,28542,FALSE,"1","11560","11560.1"
"349",126.92142902,37.50272885,28543,FALSE,"1","11560","11560.1"
"350",126.92130812,37.50243059,28544,FALSE,"1","11560","11560.1"
"351",126.92125295,37.5022954,28545,FALSE,"1","11560","11560.1"
"352",126.92121753,37.50220782,28546,FALSE,"1","11560","11560.1"
"353",126.92116801,37.50208615,28547,FALSE,"1","11560","11560.1"
"354",126.92114686,37.50203348,28548,FALSE,"1","11560","11560.1"
"355",126.92112359,37.50197575,28549,FALSE,"1","11560","11560.1"
"356",126.92108288,37.50187746,28550,FALSE,"1","11560","11560.1"
"357",126.9210545,37.50180845,28551,FALSE,"1","11560","11560.1"
"358",126.92099722,37.5016696,28552,FALSE,"1","11560","11560.1"
"359",126.92099458,37.50166537,28553,FALSE,"1","11560","11560.1"
"360",126.92095916,37.5015761,28554,FALSE,"1","11560","11560.1"
"361",126.92086364,37.50133333,28555,FALSE,"1","11560","11560.1"
"362",126.92077588,37.50111111,28556,FALSE,"1","11560","11560.1"
"363",126.9206802,37.5008689,28557,FALSE,"1","11560","11560.1"
"364",126.92045727,37.50030562,28558,FALSE,"1","11560","11560.1"
"365",126.92035313,37.50004061,28559,FALSE,"1","11560","11560.1"
"366",126.92035048,37.50003497,28560,FALSE,"1","11560","11560.1"
"367",126.92034696,37.50003412,28561,FALSE,"1","11560","11560.1"
"368",126.92034571,37.50003328,28562,FALSE,"1","11560","11560.1"
"369",126.92029677,37.50003353,28563,FALSE,"1","11560","11560.1"
"370",126.92029412,37.50003268,28564,FALSE,"1","11560","11560.1"
"371",126.92028988,37.50003127,28565,FALSE,"1","11560","11560.1"
"372",126.9202548,37.49880927,28566,FALSE,"1","11560","11560.1"
"373",126.92024594,37.49851024,28567,FALSE,"1","11560","11560.1"
"374",126.92024542,37.49850658,28568,FALSE,"1","11560","11560.1"
"375",126.92021698,37.49833735,28569,FALSE,"1","11560","11560.1"
"376",126.92004865,37.49810832,28570,FALSE,"1","11560","11560.1"
"377",126.91994438,37.49796859,28571,FALSE,"1","11560","11560.1"
"378",126.91981964,37.49779956,28572,FALSE,"1","11560","11560.1"
"379",126.91976859,37.49777476,28573,FALSE,"1","11560","11560.1"
"380",126.91973505,37.4977584,28574,FALSE,"1","11560","11560.1"
"381",126.9197278,37.49775502,28575,FALSE,"1","11560","11560.1"
"382",126.91970661,37.49774514,28576,FALSE,"1","11560","11560.1"
"383",126.91963368,37.49770962,28577,FALSE,"1","11560","11560.1"
"384",126.91958828,37.49768734,28578,FALSE,"1","11560","11560.1"
"385",126.91951694,37.49765266,28579,FALSE,"1","11560","11560.1"
"386",126.91948975,37.49763942,28580,FALSE,"1","11560","11560.1"
"387",126.91946254,37.49762587,28581,FALSE,"1","11560","11560.1"
"388",126.91944948,37.49761939,28582,FALSE,"1","11560","11560.1"
"389",126.91943836,37.49761431,28583,FALSE,"1","11560","11560.1"
"390",126.91941293,37.49760219,28584,FALSE,"1","11560","11560.1"
"391",126.91940585,37.49759909,28585,FALSE,"1","11560","11560.1"
"392",126.9193488,37.49758666,28586,FALSE,"1","11560","11560.1"
"393",126.91929297,37.49757451,28587,FALSE,"1","11560","11560.1"
"394",126.91923221,37.49756096,28588,FALSE,"1","11560","11560.1"
"395",126.91921313,37.49755672,28589,FALSE,"1","11560","11560.1"
"396",126.91912428,37.49753723,28590,FALSE,"1","11560","11560.1"
"397",126.91905273,37.49752169,28591,FALSE,"1","11560","11560.1"
